loyalty_number,loyalty_card,clv,province
949406,nova,10357.63,ontario
552441,nova,3059.55,ontario
908404,nova,10359.02,quebec
592302,nova,10377.37,quebec
111286,nova,10382.38,british columbia
432145,nova,10382.5,nova scotia
554155,nova,10388.55,ontario
473674,nova,3096.51,ontario
909106,nova,10392.96,ontario
708360,nova,10394.36,british columbia
512522,nova,10395.71,new brunswick
838584,nova,10395.71,quebec
785992,nova,10408.97,new brunswick
889023,nova,10408.97,ontario
326803,nova,10418.31,ontario
182785,nova,10426.09,british columbia
183456,nova,10436.57,british columbia
799148,nova,10436.57,ontario
192141,nova,10442.45,alberta
821462,nova,10453.26,ontario
358054,nova,10461.58,manitoba
738253,nova,10481.94,alberta
864084,nova,10481.94,ontario
841674,nova,3096.51,ontario
471706,nova,10484.92,ontario
584737,nova,10484.92,ontario
792915,nova,10484.92,british columbia
959402,nova,10484.92,ontario
482169,nova,10487.74,british columbia
491986,nova,10492.97,quebec
788325,nova,10498.93,quebec
920175,nova,10498.93,british columbia
442192,nova,10507.69,british columbia
812248,nova,10517.16,ontario
833233,nova,10551.15,new brunswick
744204,nova,10552.17,alberta
311346,nova,10552.43,british columbia
525740,nova,10552.43,quebec
492011,nova,10569.63,ontario
415915,nova,3107.57,ontario
442418,nova,10598.54,ontario
127350,nova,10614.64,ontario
212128,nova,3130.68,ontario
470245,nova,10623.41,quebec
264409,nova,3240.67,ontario
302874,nova,10628.06,quebec
121930,nova,10629.22,british columbia
199652,nova,10629.34,saskatchewan
661469,nova,10629.34,nova scotia
787276,nova,10633.5,newfoundland
295064,nova,10634.84,british columbia
172532,nova,10656.88,alberta
281737,nova,3331.45,ontario
324248,nova,10656.88,british columbia
649918,nova,10656.88,ontario
773364,nova,10656.88,british columbia
817932,nova,10656.88,ontario
472933,nova,10660.9,new brunswick
727072,nova,10660.9,quebec
415201,nova,10662.63,manitoba
311841,nova,10682.76,ontario
592431,nova,10700.5,british columbia
580212,nova,10719.08,nova scotia
975918,nova,10719.08,quebec
892199,nova,10720.42,quebec
588292,nova,10721.61,quebec
314558,nova,10722.06,quebec
309639,nova,10732.51,ontario
512284,nova,10747.03,alberta
232395,nova,10759.4,yukon
237274,nova,10759.4,ontario
208940,nova,10808.07,ontario
106623,nova,10827.87,british columbia
819055,nova,10831.13,ontario
913060,nova,10831.13,british columbia
414661,nova,10839.51,quebec
970576,nova,10839.51,manitoba
210226,nova,10852.96,quebec
987122,nova,10852.96,new brunswick
285982,nova,10856.01,saskatchewan
553018,nova,10856.01,nova scotia
341302,nova,10856.18,british columbia
414033,nova,10876.48,nova scotia
951546,nova,10914.2,nova scotia
144402,nova,10915.36,ontario
588864,nova,10926.69,new brunswick
454985,nova,10934.74,manitoba
370539,nova,10937.18,ontario
966797,nova,10937.18,alberta
595658,nova,10960.94,nova scotia
144977,nova,10963.96,british columbia
300836,nova,10963.96,ontario
408378,nova,10963.96,quebec
575089,nova,10963.96,quebec
945974,nova,10963.96,ontario
947906,nova,10970.13,british columbia
350587,nova,10972.07,nova scotia
829263,nova,10972.07,quebec
844949,nova,10972.07,british columbia
296566,nova,10978.78,british columbia
320980,nova,10979.1,alberta
409156,nova,10979.1,ontario
549444,nova,10990.59,alberta
633749,nova,10990.59,ontario
649961,nova,10996.71,british columbia
401857,nova,11003.02,british columbia
605803,nova,11003.54,ontario
359275,nova,11009.13,saskatchewan
457456,nova,11009.13,quebec
532464,nova,11009.13,british columbia
965254,nova,3373.87,ontario
161045,nova,11029.93,british columbia
443865,nova,11030.66,ontario
489394,nova,11044.11,quebec
675936,nova,11044.43,quebec
423844,nova,11072.03,ontario
205156,nova,11084.61,new brunswick
653572,nova,11093.72,quebec
137858,nova,11095.97,british columbia
597532,nova,11095.97,ontario
600309,nova,3433.82,ontario
907209,nova,11121.62,british columbia
153582,nova,3435.65,ontario
149846,nova,11158.13,quebec
547016,nova,11158.13,british columbia
147064,nova,11160.08,quebec
194762,nova,11160.08,manitoba
227547,nova,11177.75,quebec
382271,nova,11211.59,ontario
109495,nova,11218.44,quebec
127039,nova,11274.91,british columbia
722120,nova,11274.91,ontario
784847,nova,11277.72,quebec
716197,nova,3460.67,ontario
106037,nova,11281.52,british columbia
896685,nova,11293.98,british columbia
873169,nova,11302.6,saskatchewan
209249,nova,11315.2,quebec
428903,nova,11315.2,british columbia
542296,nova,11315.2,ontario
961639,nova,11315.2,alberta
868552,nova,11318.09,alberta
529922,nova,11318.13,alberta
919437,nova,11320.83,british columbia
142855,nova,11323.36,quebec
282472,nova,11365.27,ontario
612995,nova,11389.94,ontario
883025,nova,11413.44,alberta
165550,nova,11431.73,ontario
190052,nova,11463.99,british columbia
475974,nova,11463.99,ontario
355906,nova,11472.24,ontario
563076,nova,11473.48,ontario
894478,nova,11473.48,alberta
787875,nova,11490.34,ontario
828643,nova,11490.34,british columbia
423686,nova,11510.36,ontario
265975,nova,11513.36,british columbia
545889,nova,11516.41,british columbia
952077,nova,11537.51,alberta
587867,nova,11565.69,alberta
862097,nova,11572.1,quebec
683487,nova,11606.85,quebec
524586,nova,11610.25,quebec
632097,nova,11610.25,british columbia
105335,nova,11611.95,british columbia
681961,nova,11611.95,quebec
306676,nova,11619.92,ontario
130217,nova,11624.82,british columbia
263267,nova,11624.82,quebec
255425,nova,11628.73,british columbia
286942,nova,11638.67,alberta
249693,nova,11638.9,ontario
849298,nova,11638.9,new brunswick
978712,nova,11638.9,british columbia
642976,nova,3491.26,ontario
335964,nova,11660.57,british columbia
755759,nova,11660.57,ontario
681887,nova,11663.99,ontario
678858,nova,11665.1,ontario
409741,nova,11681.37,alberta
505167,nova,11681.37,ontario
217772,nova,11692.01,yukon
261715,nova,11701.07,ontario
600563,nova,11714.78,british columbia
487605,nova,11726.19,british columbia
106592,nova,11727.78,alberta
525548,nova,11747.65,quebec
138653,nova,11763.94,ontario
642401,nova,11785.04,quebec
111034,nova,11790.5,ontario
629394,nova,11790.5,ontario
937922,nova,11793.13,british columbia
674805,nova,11820.11,british columbia
740577,nova,11820.11,ontario
481191,nova,11834.73,quebec
191537,nova,11885.97,british columbia
609174,nova,11923.75,quebec
261077,nova,11925.72,ontario
671309,nova,11926.75,ontario
579883,nova,11944.4,quebec
523194,nova,3644.83,ontario
627568,nova,11971.98,quebec
920068,nova,11972.78,quebec
463146,nova,11981.98,british columbia
792361,nova,11981.98,quebec
823208,nova,11981.98,quebec
467175,nova,11982.42,ontario
835377,nova,11986.59,ontario
110211,nova,12036.62,ontario
124056,nova,12036.62,newfoundland
904992,nova,3653.7,ontario
369035,nova,12036.62,british columbia
619826,nova,12036.62,quebec
683470,nova,12047.78,ontario
825217,nova,12052.98,new brunswick
534481,nova,12067.46,ontario
691909,nova,12097.91,british columbia
756891,nova,12097.91,ontario
445879,nova,12101.21,ontario
701645,nova,3874.87,ontario
959778,nova,12105.29,quebec
148382,nova,12128.37,saskatchewan
544337,nova,12128.45,british columbia
194482,nova,12157.33,alberta
364264,nova,12157.33,ontario
523897,nova,12157.33,quebec
907025,nova,12157.33,alberta
503242,nova,12157.54,ontario
694942,nova,12168.74,quebec
476539,nova,12174.59,ontario
272787,nova,12200.79,quebec
603077,nova,12206.89,ontario
227239,nova,12208.12,ontario
285579,nova,3995.36,ontario
628578,nova,12231.88,ontario
726268,nova,12232.78,british columbia
483863,nova,12244.9,british columbia
213841,nova,12252.6,alberta
179603,nova,12255.12,quebec
221721,nova,12265.6,ontario
336238,nova,12269.42,quebec
956946,nova,12269.42,british columbia
317100,nova,12280.77,ontario
707114,nova,12280.77,ontario
722368,nova,12280.77,saskatchewan
214661,nova,12285.05,british columbia
855384,nova,12285.05,quebec
192136,nova,12298.69,ontario
365619,nova,12298.69,ontario
598711,nova,12298.69,nova scotia
670985,nova,12298.69,alberta
753887,nova,12298.69,british columbia
124038,nova,12302.76,ontario
516242,nova,12316.8,ontario
187958,nova,12321.84,british columbia
211966,nova,12332.52,british columbia
677045,nova,12349.7,new brunswick
352034,nova,12379.57,manitoba
238193,nova,12383.53,new brunswick
482370,nova,12421.86,quebec
816420,nova,12421.86,new brunswick
472532,nova,12472.12,quebec
750665,nova,12476.65,ontario
891927,nova,12489.21,ontario
344483,nova,12495.74,new brunswick
488188,nova,12500.84,ontario
667974,nova,12519.8,manitoba
800220,nova,4049.81,ontario
972673,nova,12521.42,quebec
250194,nova,12522.54,british columbia
659781,nova,12550.88,ontario
760196,nova,12550.88,alberta
187175,nova,12564.07,manitoba
561981,nova,12590.94,quebec
812599,nova,12622.83,alberta
702161,nova,12624.96,british columbia
352702,nova,12663.6,quebec
186469,nova,12663.99,quebec
380709,nova,12682.25,ontario
313473,nova,12689.43,ontario
562376,nova,12694.89,ontario
212209,nova,12731.95,quebec
469616,nova,12731.95,british columbia
622801,nova,12731.95,ontario
740025,nova,12731.95,british columbia
308202,nova,12741.85,manitoba
973112,nova,12741.85,british columbia
291509,nova,4198.03,ontario
228995,nova,12767.23,ontario
666222,nova,12779.06,newfoundland
560283,nova,12779.9,british columbia
330870,nova,12780.28,quebec
394941,nova,12780.28,british columbia
394715,nova,12807.09,ontario
828816,nova,12812.44,ontario
762971,nova,12817.41,nova scotia
400224,nova,12819.1,ontario
130208,nova,12827.43,british columbia
950213,nova,12875.6,ontario
690969,nova,12877.78,new brunswick
775170,nova,12880.75,manitoba
790178,nova,12883.12,quebec
517222,nova,12885.79,british columbia
305604,nova,12887.43,alberta
683685,nova,12887.43,ontario
910645,nova,12902.56,ontario
834726,nova,4254.62,ontario
901578,nova,12941.89,alberta
565227,nova,12947.68,quebec
376630,nova,12948.4,manitoba
527656,nova,12981.53,ontario
651277,nova,12992.28,ontario
962480,nova,4362.93,ontario
692992,nova,13014.23,british columbia
111899,nova,13021.09,manitoba
120164,nova,13024.13,new brunswick
768113,nova,13024.13,saskatchewan
156879,nova,4372.19,ontario
427358,nova,13027.42,ontario
364153,nova,13037.03,quebec
424526,nova,13045.37,british columbia
838032,nova,13045.37,quebec
615327,nova,13046.65,ontario
263921,nova,13055.57,new brunswick
994679,nova,13055.57,quebec
549598,nova,13057.17,ontario
834760,nova,13061.52,quebec
607123,nova,13092.59,ontario
789001,nova,13092.59,alberta
134470,nova,13094.2,british columbia
164374,nova,13094.61,ontario
498573,nova,13104.15,quebec
822749,nova,13107.93,british columbia
537421,nova,13110.55,quebec
126526,nova,13113.14,british columbia
240760,nova,13115.41,newfoundland
882725,nova,13115.41,quebec
196240,nova,13117.52,ontario
914799,nova,4374.04,ontario
867284,nova,13144.49,nova scotia
232317,nova,13156.75,ontario
551296,nova,13158.37,british columbia
272848,nova,13167.61,saskatchewan
278307,nova,13197.93,ontario
410938,nova,13197.93,new brunswick
880709,nova,13197.93,ontario
116562,nova,13235.54,british columbia
891105,nova,13246.57,saskatchewan
272001,nova,13248.64,quebec
492036,nova,13258.18,british columbia
568329,nova,13258.18,quebec
182148,nova,13265.51,ontario
356460,nova,4458.11,ontario
860206,nova,13268.79,nova scotia
595980,nova,13269.6,ontario
586446,nova,13272.23,ontario
407999,nova,13277.08,ontario
514451,nova,13283.86,quebec
494438,nova,13295.6,new brunswick
226710,nova,13333.39,ontario
900505,nova,13334.27,british columbia
226360,nova,13350.12,ontario
585039,nova,13352.56,british columbia
114857,nova,13355.49,british columbia
304870,nova,13355.49,ontario
160154,nova,13363.52,british columbia
322501,nova,13363.52,quebec
364049,nova,13367.87,british columbia
251211,nova,13369.44,quebec
656027,nova,4550.86,ontario
395324,nova,13379.81,quebec
538795,nova,13411.31,quebec
363780,nova,13419.4,british columbia
711129,nova,13441.01,ontario
344039,nova,13448.81,newfoundland
906267,nova,13464.6,british columbia
297621,nova,13466.92,saskatchewan
489459,nova,13473.19,british columbia
428402,nova,13478.8,yukon
216359,nova,13523.13,ontario
424270,nova,13523.13,british columbia
549200,nova,13530.03,british columbia
288530,nova,13552.78,quebec
350901,nova,13561.43,quebec
388140,nova,13561.43,newfoundland
646137,nova,13569.24,british columbia
331699,nova,13575.68,alberta
521949,nova,13579.3,british columbia
835566,nova,13579.3,ontario
356955,nova,13583.62,ontario
718972,nova,13599.92,ontario
826136,nova,13610.11,ontario
278983,nova,13623.62,british columbia
584880,nova,13668.36,ontario
212553,nova,13727.8,saskatchewan
398846,nova,13727.8,manitoba
541961,nova,13727.8,quebec
549715,nova,13727.8,british columbia
883376,nova,4605.04,ontario
375540,nova,13736.13,british columbia
477676,nova,13736.13,quebec
628618,nova,13736.13,british columbia
918163,nova,13736.13,ontario
489301,nova,13742.54,british columbia
162420,nova,13745.05,british columbia
259252,nova,13745.05,quebec
203625,nova,13752.47,new brunswick
323792,nova,13752.47,quebec
124088,nova,13770.98,british columbia
945064,nova,13770.98,british columbia
148570,nova,4698.52,ontario
352653,nova,13778.37,alberta
405699,nova,13778.37,ontario
815328,nova,13780.49,ontario
880740,nova,13786.7,quebec
623071,nova,13799.05,ontario
708892,nova,13815.78,ontario
237586,nova,13862.1,quebec
364895,nova,13864.38,british columbia
771960,nova,13865.83,british columbia
360744,nova,13869.93,ontario
409684,nova,13869.93,british columbia
909328,nova,13883.33,quebec
177962,nova,13891.68,saskatchewan
101768,nova,13916.93,british columbia
793423,nova,13917.38,alberta
642738,nova,13918.53,british columbia
251195,nova,13931.35,ontario
935313,nova,13955.57,ontario
257236,nova,13976.52,ontario
626068,nova,13976.52,alberta
217401,nova,14002.38,ontario
563633,nova,14002.76,british columbia
757879,nova,14019.83,british columbia
591234,nova,14019.98,ontario
497576,nova,4785.91,ontario
126466,nova,14024.36,quebec
320576,nova,14024.36,ontario
497226,nova,14024.36,british columbia
794480,nova,14024.36,alberta
830225,nova,14032.59,new brunswick
406988,nova,14040.96,newfoundland
423336,nova,14040.96,quebec
377724,nova,14050.17,quebec
800137,nova,14082.64,british columbia
232685,nova,14091.19,ontario
784782,nova,14120.04,quebec
991924,nova,14120.04,british columbia
257862,nova,14140.56,ontario
479960,nova,14140.56,british columbia
109552,nova,14166.2,ontario
915198,nova,14166.2,british columbia
152276,nova,14195.36,ontario
475175,nova,14203.04,british columbia
593421,nova,14206.98,quebec
872676,nova,14206.98,british columbia
175488,nova,14208.51,quebec
561654,nova,14208.51,new brunswick
719850,nova,14226.5,ontario
721372,nova,14226.5,alberta
706970,nova,4788.93,ontario
289133,nova,14230.32,ontario
733907,nova,14244.73,british columbia
939428,nova,14267.93,quebec
754416,nova,14274.55,quebec
658546,nova,14333.92,ontario
802860,nova,14396.24,british columbia
895878,nova,14413.38,quebec
484446,nova,14429.89,saskatchewan
116932,nova,14435.66,british columbia
281608,nova,14435.66,ontario
506572,nova,14435.67,ontario
618877,nova,14455.86,ontario
782393,nova,4821.42,ontario
196992,nova,14510.75,british columbia
255267,nova,14517.44,british columbia
789120,nova,14517.44,quebec
445783,nova,14536.79,ontario
429692,nova,14558.42,quebec
997654,nova,14566.09,british columbia
832921,nova,14585.38,ontario
324900,nova,14590.25,british columbia
572668,nova,14590.25,ontario
185774,nova,14594.45,ontario
170534,nova,14628.5,ontario
111022,nova,14635.45,manitoba
419377,nova,14635.45,manitoba
797078,nova,14635.45,quebec
428757,nova,14641.52,yukon
131560,nova,14642.14,ontario
963690,nova,14651.62,ontario
277094,nova,14663.2,nova scotia
696096,nova,14663.2,quebec
174925,nova,14666.23,british columbia
717359,nova,14666.23,quebec
518834,nova,14687.08,british columbia
539125,nova,14696.64,ontario
399372,nova,14700.5,quebec
845807,nova,14703.13,ontario
969586,nova,14710.43,british columbia
556164,nova,14713.52,ontario
345572,nova,14718.12,british columbia
428853,nova,4940.94,ontario
888049,nova,14754.36,yukon
184456,nova,14789.62,quebec
873426,nova,14808.06,ontario
334324,nova,14816.95,ontario
396867,nova,14827.91,ontario
865798,nova,14837.5,ontario
496675,nova,4971.73,ontario
265566,nova,14854.2,manitoba
301301,nova,14866.45,ontario
931914,nova,14866.45,british columbia
556865,nova,14886.71,british columbia
230693,nova,14914.53,ontario
810693,nova,14941.9,new brunswick
921903,nova,14941.9,quebec
185857,nova,14947.92,ontario
947001,nova,14947.92,british columbia
156980,nova,14962.37,british columbia
336724,nova,14970.29,ontario
389081,nova,14970.29,british columbia
859730,nova,15023.6,alberta
344464,nova,15025.19,ontario
304779,nova,15032.9,ontario
302158,nova,15083.78,quebec
474333,nova,15114.4,alberta
620122,nova,15114.4,ontario
692328,nova,15114.4,ontario
920100,nova,15114.4,quebec
799781,nova,15118.9,ontario
385912,nova,15119.56,ontario
929410,nova,15119.56,british columbia
912939,nova,15120.21,quebec
418327,nova,15122.99,ontario
804536,nova,15122.99,british columbia
141945,nova,15147.93,ontario
796484,nova,15147.93,alberta
763341,nova,15162.07,ontario
659419,nova,15167.04,british columbia
798433,nova,15173.97,british columbia
220139,nova,15182.28,alberta
385358,nova,15182.28,ontario
312048,nova,15234.75,ontario
480259,nova,15251.58,british columbia
501976,nova,15253.26,quebec
502376,nova,15265.81,british columbia
425477,nova,15277.48,newfoundland
585082,nova,15304.52,british columbia
451961,nova,15328.46,quebec
604461,nova,15362.35,ontario
834304,nova,15374.18,nova scotia
773418,nova,15415.04,quebec
841770,nova,15415.04,newfoundland
754042,nova,15417.73,prince edward island
642002,nova,15428.01,ontario
369229,nova,15435.69,british columbia
551946,nova,15435.69,quebec
542043,nova,15445.66,saskatchewan
840866,nova,15445.66,nova scotia
108625,nova,15470.6,british columbia
624407,nova,15470.6,quebec
950446,nova,15481.25,british columbia
822956,nova,15485.8,quebec
631543,nova,15487.44,quebec
440642,nova,15512.25,new brunswick
966953,nova,15512.56,ontario
933259,nova,15519.67,manitoba
244367,nova,15550.19,new brunswick
298181,nova,15638.58,british columbia
793904,nova,15656.03,alberta
921059,nova,15663.66,ontario
334997,nova,15673.14,quebec
328446,nova,15695.54,ontario
925504,nova,15695.54,british columbia
693133,nova,15739.92,new brunswick
499890,nova,15785.3,british columbia
406810,nova,15797.99,ontario
545947,nova,15797.99,british columbia
800610,nova,15808.76,quebec
209787,nova,15814.75,ontario
947497,nova,15839.09,british columbia
943195,nova,15860.04,nova scotia
386342,nova,15865.17,british columbia
557519,nova,15923.96,quebec
260408,nova,15925.06,quebec
672236,nova,15925.06,british columbia
585316,nova,15956.52,quebec
268129,nova,15978.91,british columbia
506252,nova,16005.51,ontario
203306,nova,5321.11,ontario
694241,nova,16069.95,ontario
297306,nova,16138.42,ontario
814894,nova,16159.54,ontario
220892,nova,16172.94,ontario
387307,nova,5395.35,ontario
725835,nova,16224.54,ontario
894322,nova,16229.65,british columbia
137646,nova,16256.81,new brunswick
712874,nova,16261.17,quebec
828967,nova,16261.59,ontario
344413,nova,16265.59,british columbia
968253,nova,16280.2,quebec
167578,nova,16301.97,alberta
648380,nova,16301.97,new brunswick
379836,nova,16313.68,alberta
159397,nova,16350.13,nova scotia
585975,nova,16350.13,saskatchewan
126424,nova,16355.31,quebec
149174,nova,16388.1,british columbia
975407,nova,16388.1,quebec
296097,nova,16407.66,british columbia
129827,nova,16460.08,ontario
491643,nova,16464.37,alberta
175902,nova,5403.55,ontario
794625,nova,16468.22,quebec
106218,nova,16473.17,ontario
283437,nova,16473.17,ontario
631100,nova,16473.17,british columbia
903534,nova,16473.17,british columbia
955087,nova,16473.17,ontario
142434,nova,16477.48,quebec
846458,nova,16477.48,manitoba
473775,nova,16477.77,british columbia
627354,nova,16484.02,british columbia
131098,nova,16510.97,manitoba
621823,nova,16510.97,quebec
750130,nova,16525.38,ontario
817069,nova,5431.22,ontario
949821,nova,16570.09,british columbia
662936,nova,16675.9,ontario
985707,nova,16702.7,quebec
895080,nova,16706.12,alberta
424793,nova,16727.56,alberta
106509,nova,16727.77,ontario
967443,nova,16728.34,british columbia
152355,nova,16775.81,ontario
511875,nova,16794.31,british columbia
913156,nova,16796.34,british columbia
838634,nova,16798.86,saskatchewan
404106,nova,16874.33,ontario
164192,nova,16887.8,quebec
777197,nova,16909.93,ontario
878240,nova,16936.27,ontario
122173,nova,16973.74,ontario
478108,nova,5444.79,ontario
292061,nova,16979.8,british columbia
320377,nova,16979.8,british columbia
936044,nova,16979.8,saskatchewan
353308,nova,5500.58,ontario
646399,nova,16985.5,british columbia
331560,nova,17019.01,quebec
363967,nova,5568.95,ontario
465864,nova,17029.89,british columbia
981427,nova,17041.44,quebec
277826,nova,17103.79,british columbia
135257,nova,5577.94,ontario
715792,nova,17263.64,british columbia
175017,nova,17349.03,british columbia
564114,nova,17367.27,nova scotia
450125,nova,17429.88,quebec
228896,nova,17441.64,quebec
271235,nova,17497.52,british columbia
382252,nova,17497.52,british columbia
626030,nova,17497.52,ontario
492973,nova,5639.94,ontario
290465,nova,17556.99,manitoba
329910,nova,17557.54,prince edward island
503257,nova,17557.54,british columbia
357059,nova,5780.18,ontario
507005,nova,17646.73,new brunswick
103490,nova,17651.96,british columbia
922047,nova,17651.96,ontario
805902,nova,17666.57,ontario
107119,nova,17684.65,ontario
584727,nova,17712.21,british columbia
677901,nova,17771.55,alberta
742666,nova,17771.55,ontario
270499,nova,17776.82,saskatchewan
665454,nova,17786.28,ontario
126100,nova,17790.41,new brunswick
761305,nova,17790.41,quebec
568525,nova,17816.68,prince edward island
947763,nova,17822.56,quebec
994803,nova,17822.56,british columbia
667781,nova,17840.2,alberta
537013,nova,17966.29,ontario
978040,nova,18039.11,british columbia
685518,nova,18042.48,alberta
300623,nova,18060.48,quebec
834943,nova,18065.27,quebec
239605,nova,18089.8,ontario
365208,nova,18211.14,ontario
914044,nova,18211.14,alberta
411586,nova,18321.24,ontario
472824,nova,18321.87,ontario
900083,nova,18321.87,british columbia
911503,nova,18370.57,nova scotia
712426,nova,18399.83,manitoba
512097,nova,18474.71,british columbia
643059,nova,18522.29,british columbia
246187,nova,18534.61,quebec
333295,nova,18544.3,quebec
815643,nova,18569.5,quebec
688533,nova,18635.9,ontario
677329,nova,18688.31,ontario
953448,nova,5792.67,ontario
732808,nova,18708.76,quebec
764595,nova,18708.76,british columbia
738431,nova,18745.4,nova scotia
334437,nova,18767.55,british columbia
989746,nova,18767.55,ontario
476068,nova,18853.74,british columbia
735263,nova,18892.2,british columbia
739352,nova,18898.33,new brunswick
201436,nova,18929.33,alberta
380788,nova,18938.54,quebec
380954,nova,18938.54,british columbia
509810,nova,19014.48,ontario
735038,nova,19045.5,quebec
310833,nova,19088.34,ontario
459404,nova,19160.99,british columbia
620969,nova,19160.99,ontario
762072,nova,19190.32,british columbia
672600,nova,19228.46,ontario
194493,nova,19253.03,quebec
693922,nova,19278.82,quebec
454514,nova,19323.24,british columbia
753141,nova,5823.16,ontario
931701,nova,19357.8,saskatchewan
208368,nova,5838.9,ontario
795084,nova,19378.91,british columbia
828924,nova,19393.21,ontario
139699,nova,19480.5,ontario
815381,nova,19483.24,quebec
819842,nova,19483.24,british columbia
758789,nova,19504.47,british columbia
390480,nova,19597.06,manitoba
413994,nova,19643.54,ontario
683838,nova,19643.54,british columbia
480957,nova,19644.76,british columbia
956233,nova,19644.76,quebec
434807,nova,19668.87,quebec
695162,nova,19668.87,manitoba
950707,nova,19685.41,british columbia
638469,nova,5866.42,ontario
130497,nova,5928.75,ontario
128587,nova,19834.2,ontario
576110,nova,19834.2,alberta
471944,nova,19837.31,new brunswick
843378,nova,19872.26,ontario
700650,nova,19884.92,british columbia
942191,nova,6048.57,ontario
237402,nova,19957.79,quebec
353076,nova,19964.4,quebec
878575,nova,20067.4,quebec
340802,nova,20096.89,quebec
486831,nova,20096.89,british columbia
952696,nova,20096.89,quebec
173398,nova,20120.56,quebec
832301,nova,20171.96,ontario
851499,nova,6187.35,ontario
535151,nova,20216.31,alberta
881362,nova,20216.31,ontario
678205,nova,20230.97,quebec
312744,nova,20239.38,quebec
910416,nova,20266.5,newfoundland
999940,nova,20266.5,quebec
222490,nova,20314.44,quebec
550539,nova,20380.07,british columbia
687984,nova,20461.15,ontario
882911,nova,20461.15,british columbia
751718,nova,20474.15,ontario
976007,nova,20474.15,british columbia
647956,nova,20477.11,british columbia
981691,nova,20492.74,british columbia
145017,nova,20498.83,quebec
193827,nova,20579.69,british columbia
594672,nova,20600.24,ontario
667314,nova,20604.02,ontario
452342,nova,20635.08,british columbia
699751,nova,20714.94,ontario
330278,nova,20725.38,ontario
467894,nova,20725.38,british columbia
160640,nova,20766.67,quebec
452994,nova,6627.15,ontario
601341,nova,20774.02,manitoba
641039,nova,20774.02,quebec
737542,nova,20842.6,british columbia
497281,nova,6637.23,ontario
687401,nova,20940.3,british columbia
462036,nova,20946.19,alberta
565634,nova,20957.61,british columbia
412880,nova,20998.26,british columbia
558040,nova,21034.02,ontario
994940,nova,21034.02,british columbia
732231,nova,21101.21,ontario
395622,nova,21112.54,british columbia
812894,nova,21123.12,ontario
888357,nova,21147.28,ontario
404805,nova,21151.23,quebec
866455,nova,21240.94,british columbia
163137,nova,21255.5,quebec
837615,nova,21274.34,british columbia
164947,nova,21283.64,quebec
109517,nova,21295.51,ontario
801788,nova,21312.38,new brunswick
865198,nova,21312.38,quebec
272289,nova,21343.47,alberta
718752,nova,21404.36,ontario
750199,nova,21418.36,british columbia
191044,nova,21423.64,british columbia
220822,nova,21423.64,ontario
477654,nova,21423.64,british columbia
755290,nova,21423.64,ontario
790165,nova,21423.64,british columbia
131772,nova,21435.88,ontario
291831,nova,21435.88,alberta
736220,nova,21480.82,ontario
184959,nova,21522.95,british columbia
904704,nova,21531.33,ontario
501490,nova,21561.71,new brunswick
123151,nova,21578.86,saskatchewan
727348,nova,21590.44,ontario
481590,nova,21639.84,ontario
483125,nova,21639.84,british columbia
688319,nova,21892.35,quebec
800196,nova,21892.94,manitoba
148677,nova,21903.91,alberta
517739,nova,21923.12,nova scotia
640009,nova,21941.86,ontario
398351,nova,21991.62,quebec
770759,nova,22041.86,british columbia
669894,nova,22062.55,quebec
643476,nova,6673.74,ontario
993266,nova,22067.73,british columbia
808096,nova,22103.51,british columbia
833322,nova,22103.51,new brunswick
853438,nova,22103.51,ontario
887209,nova,22103.51,british columbia
912712,nova,22103.51,quebec
678991,nova,22110.4,british columbia
895821,nova,22118.81,quebec
479445,nova,22195.8,ontario
757696,nova,22195.8,british columbia
254361,nova,22207.83,british columbia
380262,nova,22217.97,british columbia
274765,nova,22235.01,quebec
665024,nova,22256.69,british columbia
958544,nova,22261.02,british columbia
350631,nova,22325.83,quebec
742321,nova,22332.44,quebec
746061,nova,22332.44,british columbia
830836,nova,22332.44,british columbia
933208,nova,22337.16,ontario
921624,nova,22399.13,manitoba
312979,nova,22445.28,british columbia
485745,nova,22563.62,british columbia
476652,nova,22620.75,manitoba
595083,nova,22620.75,quebec
121856,nova,22658.54,saskatchewan
371969,nova,22658.54,ontario
428114,nova,22658.54,ontario
670981,nova,22658.54,saskatchewan
773571,nova,22658.54,new brunswick
510865,nova,22712.02,quebec
123727,nova,22721.24,new brunswick
456958,nova,22721.24,quebec
508022,nova,22800.54,ontario
787660,nova,22800.54,british columbia
329839,nova,22806.47,ontario
917685,nova,22806.47,british columbia
352053,nova,22837.14,quebec
630338,nova,22855.61,ontario
784490,nova,22855.61,alberta
175954,nova,22940.38,quebec
988043,nova,23020.89,quebec
536371,nova,23086.36,british columbia
966350,nova,23142.15,ontario
702522,nova,23207.25,ontario
529085,nova,23207.27,ontario
604332,nova,23208.39,british columbia
442695,nova,23228.24,ontario
971107,nova,23228.24,british columbia
838270,nova,23444.9,alberta
552568,nova,23515.85,ontario
919329,nova,23536.75,new brunswick
930325,nova,23554.39,new brunswick
375909,nova,23594.68,alberta
477739,nova,23594.68,ontario
643507,nova,23594.68,ontario
464962,nova,23706.11,ontario
829886,nova,23740.12,british columbia
183948,nova,23777.81,british columbia
818886,nova,23893.3,british columbia
231462,nova,23895.68,manitoba
605500,nova,23903.68,ontario
602685,nova,23950.37,ontario
183388,nova,24096.24,quebec
